LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
65.1,No,217,24.7,4.14,98,1.2,894.927988,0.527,10.3,0,0.016311
64.7,No,22,24,5.46,97,1.2,843.89447,0.521,10.2,0,0.159328
64.3,No,222,23.4,5.27,97,1.6,81.86157,0.514,10,0,0.015563
63.8,No,224,22.8,5.78,99,1.6,693.345683,0.509,9.8,0,0.151969
63.4,No,225,22.2,6.54,94,1.6,649.342153,0.504,9.7,0,0.148372
63.1,No,226,21.7,5.8,92,1.4,555.8185378,0.501,9.6,0,0.144889
62.8,No,225,21.1,5.02,9,1.5,51.216381,0.497,9.4,0,0.141622
66.4,No,192,23.8,0.26,85,0.3,152.443873,0.483,9.1,19,14.546111
66,No,196,23.2,0.26,89,0.3,148.912351,0.474,8.7,20,0.141232
65.6,No,2,22.7,0.28,83,0.4,136.4518,0.463,8.3,20,1.373513
64.9,No,26,22.2,0.32,89,0.4,18.25321,0.455,7.9,20,0.013391
64.3,No,212,21.7,0.28,76,0.4,11.631377,0.449,7.7,21,12.916229
63.5,No,219,21.2,0.3,83,0.5,12.566464,0.444,7.5,21,1.255917
62.8,No,225,2.8,0.28,87,0.6,11.33678,0.435,7.1,22,1.223957
62.1,No,23,2.3,0.32,93,0.7,95.3978522,0.425,6.8,22,11.873557
61.3,No,236,19.9,0.34,89,0.7,89.838296,0.422,6.6,23,11.556763
65,No,242,19.5,0.33,84,0.7,773.8698713,0.415,6.4,23,11.251266
59.7,No,247,19.1,0.35,87,0.7,733.581811,0.408,6.2,24,1.955944
59,No,251,18.7,0.33,73,0.7,642.7663113,0.401,5.9,25,0.016799
58.4,No,252,18.3,0.36,6,0.7,513.26227,0.397,5.7,25,1.396861
57.9,No,251,17.9,0.34,49,0.6,481.287397,0.381,5.4,26,1.134497
57.5,No,25,17.5,0.29,49,0.5,473.45338,0.378,5.2,27,0.988452
75.4,No,123,59.4,9.09,93,0.1,62.173221,0.771,14.3,1,0.713576
75.3,No,122,58.9,9.16,97,0.1,6353.826383,0.766,14.1,1,7.164132
74.9,No,126,58.3,9.38,93,0.1,5659.3824,0.767,14,1,0.719977
74.6,No,127,57.7,9.56,94,0.1,6423.291783,0.757,13.5,1,0.723499
74.4,No,128,57,9.65,91,0.1,5411.87744,0.755,13.6,1,7.291436
74.1,No,131,56.4,9.85,97,0.1,5821.35397,0.754,13.6,1,0.073287
74,No,132,55.8,9.54,95,0.1,671.773913,0.749,13.5,1,0.735222
73.8,No,132,55.1,9.3,93,0.1,5458.121718,0.743,13.5,1,7.381579
73.6,No,133,54.5,8.58,97,0.1,4129.758741,0.739,13.4,1,7.411569
73,No,135,53.9,9.6,98,0.1,3528.1318,0.73,13.2,1,0.744769
73,No,134,53.3,7.42,96,0.1,3331.228766,0.72,13.1,1,7.463157
73,No,134,52.8,7.25,89,0.1,2832.49652,0.715,13,1,0.748591
72.9,No,133,52.2,6.95,95,0.1,2149.9944,0.715,13.2,1,7.496522
73.1,No,135,51.7,7.53,93,0.1,1634.87561,0.709,13.1,1,0.753433
72.6,No,141,51.2,7.38,98,0.1,87.1365252,0.702,13,1,7.516346
73,No,17,36.2,0.01,99,0.1,1557.77892,0.766,13.2,0,0.091359
72.9,No,172,35.5,0.01,98,0.1,15687.34795,0.762,13.5,0,0.089949
72.7,No,174,34.8,0.01,98,0.1,12845.17363,0.755,13.5,0,0.008833
72.6,No,177,34.2,9.72,99,0.1,12189.9516,0.744,13.3,0,0.087441
72.4,No,18,33.5,6.51,99,0.1,184.68447,0.74,13.2,0,0.008977
72.3,No,182,32.4,4.94,99,0.1,976.9566,0.739,13.2,0,0.087298
72.2,No,184,31.8,6.33,99,0.1,11122.8627,0.739,13.2,0,0.086956
72.2,No,185,31.2,8.12,99,0.1,12154.82994,0.733,13.1,0,0.008533
72.2,No,185,3.7,8.12,99,0.1,1214.39987,0.728,13.1,0,8.46e-4
72.2,No,185,3.1,7.82,99,0.1,1192.5174,0.712,12.1,0,0.082858
72.1,No,186,29.2,7.91,99,0.1,1176.65871,0.715,12.3,0,0.082475
72.1,No,185,28.7,7.41,99,0.1,8524.961236,0.713,12.1,0,0.082781
72.1,No,186,28.1,11.15,99,0.1,8331.261997,0.712,12.1,0,0.083723
72,No,187,27.6,6.72,96,0.1,7663.1378,0.714,12.2,0,0.008122
71.8,No,188,27.1,8.24,98,0.1,7578.85153,0,12.3,0,0.081131
48.1,No,463,23.8,0.01,83,0.6,78.4394757,0.426,9.5,23,0.779162
54,No,47,23.3,0.01,92,0.8,71.8186998,0.413,9.3,23,0.692279
49.7,No,411,22.7,0.01,91,0.9,561.8984239,0.401,9.1,25,0.676613
48.9,No,418,22.2,3.78,88,1.3,445.525,0.392,8.9,26,6.611692
48.1,No,424,21.7,3.84,84,1.6,45.128418,0.384,8.7,27,0.645872
47.1,No,433,21.2,3.97,81,1.7,394.5932439,0.375,8.5,28,0.063126
46.2,No,441,2.7,3.91,75,1.9,46.3759178,0.367,8.3,29,6.165372
45.3,No,45,2.2,3.86,63,2.2,358.8274716,0.357,8.2,29,0.615417
44.3,No,464,19.7,3.8,65,2.2,322.313468,0.348,8,30,5.848692
43.3,No,48,19.2,3.83,67,2.2,287.6891942,0.341,7.8,30,5.658379
42.3,No,496,18.8,3.99,69,2.1,263.145817,0.332,7.6,30,5.439695
41.5,No,57,18.4,4.07,66,1.9,263.7618312,0.322,7.4,30,5.199549
48,No,513,17.9,4.06,54,1.7,249.939542,0.306,7.2,30,4.957216
41,No,519,17.5,4.21,38,1.5,227.779471,0.302,7,30,4.739147
39,No,533,17.2,3.97,46,1.2,139.3147734,0.292,6.7,29,4.564297
87,Yes,76,59.5,10.46,95,0.1,242.67285999999999,0.888,17.6,0,0.026198
85,Yes,78,58.9,9.53,95,0.1,2315.31799,0.878,16.8,0,0.259953
82,Yes,81,58.2,10.95,96,0.1,22486.47167,0.877,16.8,0,0.257159
79.8,Yes,84,57.6,10.61,96,0.1,24985.24827,0.876,17,0,0.252843
79.5,Yes,87,57,10.32,96,0.1,23437.4722,0.872,16.9,0,0.248583
79.1,Yes,9,56.4,10.52,96,0.1,24633.79785,0.873,16.9,0,0.239669
78.9,Yes,96,55.8,10.94,97,0.1,2751.8127,0.869,16.9,0,0.221316
78.3,Yes,12,55.2,11.02,97,0.1,23841.31792,0.865,16.8,0,0.218122
78.1,Yes,17,54.7,12.26,97,0.1,19726.1265,0.858,16.7,0,0.026868
77.5,Yes,14,54.1,11.14,95,0.1,18169.1891,0.853,16.3,0,0.002474
77.2,Yes,113,53.5,10,94,0.1,1726.9151,0.85,16.6,0,0.199712
76.5,Yes,119,52.9,11.58,95,0.1,1488.47154,0.843,16.1,0,1.995733
76.6,Yes,117,52.3,9.29,93,0.1,11814.9994,0.835,15.6,0,0.199453
76.2,Yes,124,51.8,10.8,93,0.1,1479.29634,0.824,14.7,0,0.019926
76,Yes,122,51.2,11.9,93,0.1,1227.73677,0.818,14.6,0,1.988925
68.8,No,183,49.7,0.01,94,0.1,29.652622,0.512,9.6,0,0.057554
68.8,No,182,48.9,0.01,99,0.1,188.5159,0.509,9.5,0,0.563513
68.7,No,184,48.1,0.01,99,0.1,1858.689868,0.505,9.4,0,0.551531
68.5,No,186,47.2,0.99,99,0.1,1642.837974,0.497,9.4,0,0.539614
68.3,No,188,46.4,1.1,94,0.1,1272.44825,0.492,9.3,0,0.052779
68.1,No,192,45.5,1.21,98,0.1,1158.282672,0.494,9.3,0,0.051679
68,No,193,44.7,1.09,94,0.1,125.79167,0.489,9.2,0,0.054477
67.6,No,2,43.8,0.85,93,0.1,146.931125,0.482,9,0,0.049294
67.6,No,2,43,0.99,99,0.1,948.6592511,0.47,8.4,0,0.481422
67.4,No,24,42.1,0.9,9,0.1,88.874858,0.465,8.3,0,0.469885
67.1,No,29,41.3,1.18,89,0.1,818.442619,0.459,8.1,0,0.458324
66.8,No,215,4.4,1.18,84,0.1,744.7657423,0.453,8,0,0.446769
66.5,No,22,39.6,1.08,78,0.1,784.9562874,0.446,7.3,0,0.435262
66.2,No,227,38.7,0.7,88,0.1,944.81684,0.442,6.6,0,0.423853
65.8,No,235,37.9,0.71,88,0.1,154.518572,0.455,7.2,0,0.041269
62,No,347,5.3,7.38,77,3.7,6479.625659,0.66,13,42,54.14673474
69,No,371,49.5,7.34,73,4.5,6876.953821,0.652,12.8,43,53.31195561
59.2,No,48,48.7,7.38,65,7.6,7548.163698,0.644,12.8,43,5.2565158
58.9,No,413,47.9,7.38,69,8.5,849.954224,0.638,12.8,43,51.729345359999996
58,No,428,47.2,7.28,72,11,7362.76139,0.63,12.8,43,5.979432360000001
56.5,No,449,46.4,7.6,75,19,5888.6284,0.622,12.8,46,5.25581311
55.3,No,473,45.7,8.19,77,23.5,5786.59972,0.616,12.9,50,49.557573299999994
54.5,No,486,45,8.48,79,26.4,6125.39984,0.612,12.9,51,48.88384499
54,No,496,44.3,8.5,79,28.1,5631.73485,0.609,12.9,54,4.8233844800000005
53.8,No,498,43.6,8.69,75,29.5,5414.634326,0.609,12.9,55,0.47666724
53.7,No,497,42.9,6.96,73,29.7,4863.51688,0.611,12.9,55,0.00471799
54,No,485,42.2,6.93,7,28.9,3775.68275,0.613,12.9,55,46.4181939
54.9,No,459,41.6,7.04,7,26.6,2518.398261,0.62,12.9,54,45.855482880000004
56,No,429,4.9,7.38,71,24,2681.781,0.629,13,52,45.312937
57.3,No,397,4.1,7.3,71,21.3,337.2253,0.635,13,51,44.896856
82.6,Yes,58,66,0.01,97,0.1,296.47225,0.877,17.6,1,4.648882
82.4,Yes,6,65.4,9.25,96,0.1,2921.9342,0.874,17.5,1,0.466245
82,Yes,61,64.8,9.35,97,0.1,28562.29324,0.871,17.2,1,4.677355
82.1,Yes,63,64.1,9.62,97,0.1,31834.21816,0.867,16.9,1,46.742697
81.9,Yes,64,63.5,9.78,97,0.1,3736.228,0.86,16.4,1,46.576897
81.6,Yes,66,62.9,9.99,96,0.1,32333.4661,0.858,16.3,2,46.362946
81.3,Yes,7,62.3,10.24,97,0.1,35578.73619,0.854,16.1,2,4.595416
89,Yes,72,61.7,11.05,96,0.1,3279.414,0.849,16,2,4.522683
88,Yes,73,61.1,11.86,98,0.1,28482.6948,0.844,15.9,2,44.397319
81,Yes,77,6.5,11.92,96,0.1,2651.71745,0.837,15.8,2,43.653155
81,Yes,79,59.9,11.96,97,0.1,24918.64584,0.833,15.6,2,42.921895
79.4,Yes,83,59.3,12.09,99,0.1,21495.7741,0.83,15.6,2,42.187645
79.5,Yes,83,58.8,12.26,98,0.1,1719.53541,0.828,15.7,2,41.431558
79.4,Yes,84,58.2,9.86,95,0.1,15323.6114,0.825,15.7,2,0.485412
79.1,Yes,86,57.6,11.12,95,0.1,14676.769,0.82,15.7,2,4.567864
74.7,No,141,22.7,2.37,99,0.1,382.54994,0.76,14,3,0.002771
74.6,No,142,21.9,2.56,99,0.1,361.289374,0.757,13.8,3,0.002585
74.5,No,143,21.2,2.8,99,0.1,335.521375,0.752,13.7,3,0.002425
74.5,No,141,2.5,3.03,99,0.1,322.992615,0.746,13.6,3,0.002271
74.5,No,138,19.8,2.31,99,0.1,2819.511161,0.739,13.5,3,0.002119
71.8,No,183,19.2,2.05,97,0.1,216.681584,0.735,13.4,4,0.019968
72.3,No,172,18.5,2.1,98,0.1,254.489192,0.731,13.3,4,0.019817
73.7,No,146,17.9,2.29,98,0.1,1644.816372,0.725,13.2,4,0.019668
73.8,No,145,17.2,1.96,98,0.1,1448.7611,0.718,13.1,4,0.001952
74.2,No,138,16.6,1.97,99,0.1,1259.87591,0.712,12.9,4,0.019373
69.1,No,197,16.1,1.56,97,0.1,174.6692,0.705,12.8,6,0.019228
73.9,No,146,15.6,1.69,98,0.1,989.4547732,0.697,12.7,5,0.001983
73.7,No,149,15.1,1.62,98,0.1,873.1472436,0.699,12.6,5,0.018939
72.7,No,16,14.6,1.68,98,0.1,837.699787,0.686,12.5,5,0.018797
71.5,No,175,14.1,1.45,99,0.1,875.412178,0.677,12.4,5,0.018655
71.4,No,178,57.7,6.32,85,0.4,9564.46383,0.722,12.7,0,0.547928
71.2,No,179,57,6.02,86,0.4,9484.56898,0.719,12.7,0,0.054254
71.3,No,178,56.3,5.73,84,0.9,9272.413453,0.708,12.7,0,0.053777
76,No,187,55.5,5.64,86,0.1,8318.97692,0.704,12.5,0,0.531589
73,No,19,54.8,5.26,96,0.5,833.31332,0.7,12.3,0,0.052613
70,No,196,54.1,5.13,85,0.6,7443.85178,0.696,12.1,0,0.052619
69.8,No,196,53.3,4.94,85,1.2,6858.163158,0.691,11.9,0,0.515148
69.5,No,22,52.6,4.72,84,0.8,5761.39536,0.684,11.7,0,0.005975
69.3,No,199,51.8,4.52,84,0.6,527.92,0.678,11.5,0,0.005437
68.9,No,25,51.1,4.47,84,0.6,3595.8855,0.672,11.3,0,0.498946
68.3,No,214,5.4,4.55,84,0.9,36.48773,0,11.1,0,0.049363
68,No,223,49.7,4.53,74,1,263.1399,0,10.9,0,0.488332
67.9,No,221,49,4.41,74,1.6,2232.513244,0,11,0,0.048344
67.7,No,219,48.3,4.23,65,1.8,1598.77512,0,11,0,0.047774
67.4,No,224,47.6,4.29,7,0.4,1888.61829,0,11.1,0,0.047239
58.4,No,382,31.8,0.01,98,7.3,3464.35169,0.541,11.4,2,0.129597
57.6,No,393,31.2,0.01,98,9.8,3598.75972,0.539,11.4,2,1.271456
56.5,No,412,3.7,0.01,92,12.2,3851.51547,0.534,11.3,2,1.248158
55,No,438,3.2,5.2,85,15.7,3934.27325,0.526,11.2,2,1.225258
53.6,No,459,29.7,4.93,89,21.6,369.239336,0.523,11,2,0.122843
52.6,No,46,29.3,4.9,89,33.7,332.517125,0.519,10.8,3,0.118675
51.4,No,477,28.9,4.87,89,40.2,2842.438422,0.514,10.6,3,1.158897
50,No,51,28.5,5.55,88,40.7,347.48798,0.508,10.5,3,1.138434
47.8,No,564,28.2,5.53,88,43.7,2937.36723,0.502,9.9,3,0.112514
46,No,63,27.8,5.08,88,49.1,2873.862141,0.495,9.7,3,0.115873
45.6,No,69,27.4,5.78,88,50.3,2529.633557,0.492,9.4,3,0.019553
45.9,No,6,27.1,5.65,87,50.6,22.99449,0.493,9.1,3,0.187392
46.4,No,587,26.7,5.52,87,49.9,1324.996228,0.502,9.2,3,0.001893
47.1,No,568,26.3,6.72,87,48.8,1437.634951,0.506,9.3,3,0.172927
48.4,No,536,25.9,7.19,87,46.4,1637.4567,0.516,9.4,3,0.161468
82.3,Yes,54,59,7.3,98,0.1,5918.19898,0.906,15.8,0,0.969611
81.9,Yes,57,58.5,7.3,98,0.1,6283.24522,0.904,15.8,0,0.096379
81.7,Yes,57,58.1,7.4,98,0.1,57134.777,0.903,15.8,0,9.519374
81.7,Yes,58,57.7,7.4,98,0.1,59593.28711,0.901,16,0,9.449213
81.5,Yes,58,57.3,7.2,98,0.1,5276.25591,0.895,15.8,0,9.378126
81.4,Yes,62,56.9,7.3,98,0.1,4627.592,0.898,15.8,0,9.298515
81.1,Yes,62,56.5,6.9,98,0.1,55746.84238,0.897,15.7,0,9.219637
89,Yes,63,56.1,6.9,98,0.1,53324.37937,0.895,15.8,0,0.914892
88,Yes,64,55.7,6.5,98,0.1,46256.4716,0.892,15.9,0,0.009855
85,Yes,66,55.3,6.5,98,0.1,4385.35315,0.89,16,0,0.929572
83,Yes,7,54.9,6.6,99,0.1,42442.2245,0.888,16,0,8.993531
82,Yes,69,54.4,6.9,99,0.1,36961.42537,0.882,15.9,0,8.958229
79.9,Yes,71,53.9,6.9,99,0.1,29571.7446,0.88,15.9,0,8.924958
79.8,Yes,73,53.4,6.6,99,0.1,26969.24457,0.877,15.9,0,0.889596
79.6,Yes,73,52.8,6.2,99,0.1,29283.55,0.873,15.9,0,0.887219
83.2,Yes,51,57,9.61,96,0.1,85814.58857,0.936,15.9,0,8.188649
83,Yes,52,56.6,9.73,96,0.1,84658.88768,0.934,15.8,0,0.889346
82.7,Yes,54,56.2,9.86,96,0.1,83164.38795,0.932,15.7,0,7.996861
82.6,Yes,55,55.8,9.99,96,0.1,87998.44468,0.932,15.6,0,7.912398
82.3,Yes,57,55.4,10.01,96,0.1,74276.71842,0.92,15.4,0,0.782499
82.1,Yes,6,55,10.15,96,0.1,69672.471,0.916,15.3,0,7.743831
82,Yes,6,54.6,10.29,96,0.1,72119.5687,0.914,15.3,0,7.647675
81.7,Yes,63,54.1,10.44,94,0.1,63223.46778,0.911,15.3,0,7.551117
81.5,Yes,65,53.7,10.24,94,0.1,57348.92788,0.904,15.2,0,7.483934
81.1,Yes,66,53.2,10.15,94,0.1,54797.54663,0.899,15.2,0,7.437115
81,Yes,69,52.8,10.55,95,0.1,53255.97631,0.895,15.1,0,7.389625
85,Yes,72,52.3,10.82,95,0.1,4796.56497,0.889,15,0,0.073391
84,Yes,74,51.8,10.85,95,0.1,41336.72192,0.89,15.2,0,7.284753
82,Yes,75,51.3,11.12,95,0.1,38538.64447,0.888,15.2,0,7.229854
79.7,Yes,78,5.8,11.26,95,0.1,37813.23426,0.879,15.1,0,0.718425
73.8,No,121,49.4,0.83,83,0.1,258.3529,0.644,11.5,8,1.963286
73.7,No,123,48.5,0.97,83,0.1,1762.24617,0.636,11.4,8,18.914977
73.5,No,127,47.6,0.92,83,0.1,1577.457182,0.624,11,9,18.294611
73.2,No,131,46.8,0.93,84,0.1,148.852738,0.61,10.6,9,1.786638
73,No,134,46,1.29,85,0.1,1253.39143,0.599,10.3,9,17.415266
72.8,No,135,45.3,1.25,86,0.1,1263.13455,0.596,10.2,9,0.178791
72.7,No,135,44.6,1.29,83,0.1,1258.421953,0.589,10.1,10,16.766899
72.6,No,136,43.9,1.41,86,0.1,1177.629268,0.588,10,10,1.641848
69.6,No,162,39.9,0.01,94,0.2,114.45919,0.622,11.3,10,8.362745
69.3,No,163,39,0.01,97,0.2,14.214412,0.617,11.2,10,0.817789
68.8,No,164,38.2,0.01,96,0.2,954.725253,0.613,11.1,10,0.799562
68.1,No,166,37.4,0.32,97,0.2,834.5412953,0.608,11.1,10,7.815949
67.3,No,171,36.6,0.32,95,0.2,738.3475227,0.603,11.1,10,0.764163
66.7,No,174,35.9,0.3,93,0.2,666.3458569,0.601,11.1,10,7.472819
66.4,No,178,35.3,0.32,87,0.3,76.914128,0.592,10.8,10,0.739728
66.1,No,181,34.7,0.35,85,0.3,52.35956,0.586,10.9,10,7.152385
65.9,No,183,34.1,0.38,76,0.3,44.2872665,0.579,10.7,10,0.007557
65.5,No,194,33.5,0.37,79,0.3,337.359236,0.572,10.6,10,6.854176
65.9,No,177,33,0.38,82,0.3,39.281834,0.563,10.5,11,6.712841
65.2,No,182,32.5,0.36,82,0.3,236.314438,0.553,10.1,11,6.576877
64.3,No,193,32.1,0.6,84,0.3,189.3878519,0.543,9.8,12,6.447688
64,No,194,31.6,0.86,84,0.3,17.8159721,0.535,9.7,13,6.327125
63.7,No,198,31.3,0.37,86,0.3,138.436633,0.529,9.6,14,0.621625
74.6,No,152,32.4,6.41,99,0.1,5941.8471,0.737,13.6,8,68.416772
74.5,No,153,31.3,6.5,99,0.1,6171.262444,0.733,13.6,9,6.814365
74.3,No,154,3.1,6.56,99,0.1,5859.915622,0.729,13.7,9,67.843979
74.1,No,155,29,6.07,99,0.2,5491.159981,0.72,13.3,10,0.675313
73.9,No,158,27.9,5.95,99,0.2,575.32176,0.711,13.1,10,0.672888
73.7,No,16,26.8,5.88,99,0.3,4212.5492,0.706,13,11,66.881867
73.5,No,162,25.7,5.92,99,0.3,4378.68746,0.7,12.9,11,6.654576
73.3,No,165,24.6,6.2,98,0.4,3972.26475,0.687,12.3,12,66.195615
73,No,168,23.6,6.18,98,0.5,3368.952576,0.686,12.4,13,65.824164
72.5,No,177,22.6,6.26,98,0.5,2893.651356,0.682,12,13,6.542547
71.6,No,189,21.7,6.17,98,0.5,2659.83918,0.674,11.9,14,0.652231
71.7,No,189,2.9,6.14,98,0.6,2358.93629,0.666,11.8,15,64.554952
71.4,No,192,2.2,5.93,97,0.7,296.54617,0.657,11.5,16,6.473164
71.2,No,194,19.4,5.92,97,0.8,1893.145377,0.649,11.2,17,63.543322
71.1,No,194,18.7,5.88,97,0.8,27.564826,0.64,10.9,18,6.295821
68,No,155,17,0.01,76,0.1,1153.51578,0.612,12.5,2,1.212814
67.7,No,158,16.6,0.01,82,0.1,117.765674,0.62,12.5,2,1.184366
67.4,No,159,16.2,0.01,83,0.1,1117.77724,0.618,12.5,2,0.115676
67.2,No,161,15.8,0.5,66,0.1,114.56179,0.607,12.5,2,1.131523
66.9,No,163,15.5,0.1,72,0.1,849.8626972,0.599,12.4,2,0.119591
66.6,No,165,15.1,0.09,78,0.1,757.3114436,0.599,12.1,2,0.019221
66.2,No,168,14.7,0.06,79,0.1,643.71911,0.566,11.7,2,0.017811
65.8,No,173,14.2,0.05,7,0.1,524.8959363,0.541,11.3,2,0.164973
64.9,No,186,13.9,0.04,62,0.1,441.53226,0.511,11,2,0.148621
63.7,No,26,13.5,0.36,55,0.1,478.331859,0.492,10.6,3,0.126484
62.3,No,229,13.2,0.38,57,0.1,467.5438297,0.484,10.2,3,0.996698
61,No,25,12.9,0.44,55,0.1,471.4565823,0.485,9.8,3,0.096852
62,No,261,12.6,0.48,38,0.1,48.61552,0.475,9.8,3,0.923825
59.7,No,285,23.7,0.01,85,1,62.1318489,0.475,12,13,7.228915
59.4,No,287,23.1,0.01,84,1.5,579.43485,0.47,12,14,0.742948
58.9,No,294,22.6,0.01,84,1.7,563.6894247,0.464,12,14,6.859482
58.3,No,34,22,1.44,85,2.6,562.3393592,0.457,11.5,14,6.679282
57.4,No,323,21.4,1.21,83,3.8,487.9238913,0.449,11,14,0.652952
56.7,No,336,2.9,1.24,78,4.3,499.6468713,0.442,10.6,14,0.633472
56.2,No,344,2.4,1.33,8,4.8,513.391914,0.441,10.1,14,6.161796
55.9,No,344,19.8,1.37,72,5.1,42.764743,0.443,10.6,14,5.997385
55.7,No,345,19.3,1.37,85,5,377.33629,0.436,10.2,15,5.837792
55,No,357,18.9,1.14,8,5,372.1721837,0.435,10.1,15,5.683268
54.9,No,355,18.4,1.01,71,5.1,349.9937253,0.432,10,15,5.534598
54.7,No,355,17.9,1.02,72,5.2,31.437144,0.428,9.9,15,0.539141
54.7,No,351,17.5,1,58,5.3,28.832123,0.428,9.7,15,5.251472
54.6,No,345,17.1,0.95,51,5.3,26.6394652,0.426,9.4,14,0.511177
54.6,No,339,16.6,1.1,63,5.1,26.3932935,0.425,9.3,14,0.497367
73.3,No,135,74.8,0.01,82,0.1,4192.349758,0.716,14.3,0,0.015782
73.2,No,137,74.3,0.01,84,0.1,4266.557174,0.718,14.3,0,0.015328
73,No,138,73.8,0.01,79,0.1,451.542462,0.717,14.4,0,0.014951
72.9,No,14,73.3,0.96,84,0.1,445.18866,0.712,14.4,0,0.014577
72.8,No,142,72.7,1.24,84,0.1,3547.59975,0.707,14.4,0,0.014137
72.5,No,147,72.1,1.08,86,0.1,37.846563,0.703,14.5,0,0.001364
72.6,No,145,71.5,1.1,88,0.1,3392.64743,0.698,14.5,0,1.35e-4
72.5,No,146,7.8,2.05,88,0.1,2932.315883,0.698,14.5,0,0.012357
72.4,No,148,7.1,1.79,89,0.1,2892.522663,0.695,14.6,0,0.011689
72.3,No,15,69.4,1.57,9,0.1,2594.74999,0.694,14.6,0,0.001141
72.2,No,151,68.6,1.8,91,0.1,2284.37858,0.693,14.6,0,1.46e-4
72,No,153,67.8,1.79,91,0.1,229.714718,0.683,13.7,0,0.099789
71.9,No,155,67,1.51,85,0.1,1842.44421,0.679,13.5,0,0.099184
71.8,No,157,66.2,1.35,91,0.1,1837.977391,0.674,13.2,0,0.098611
71.6,No,158,65.5,1.24,91,0.1,263.27236,0.676,13.7,0,0.009882
71.1,No,171,46,6.94,94,0.3,19325.24283,0.778,12.7,0,1.354493
71,No,172,45,6.71,94,0.3,1967.83283,0.773,12.7,0,1.348248
78,No,174,44,6.7,91,0.4,19152.531,0.772,12.6,0,1.341588
76,No,176,43,6.5,91,0.4,1953.9767,0.774,12.6,0,1.334788
74,No,179,42,6.5,91,0.4,16683.94578,0.772,12.5,0,0.013281
71,No,183,41.1,6.37,9,0.2,1458.8796,0.773,12.5,0,1.321618
69.9,No,185,4.2,6.41,91,0.3,21188.11857,0.767,12.4,0,1.315372
69.7,No,187,39.3,6.37,9,0.7,1653.1844,0.76,12.4,0,0.013926
69.6,No,188,38.4,6.35,89,0.6,1495.96337,0.751,12.3,0,0.133144
69.5,No,189,37.6,6.12,95,0.5,12323.1275,0.745,12.3,0,1.296934
69.4,No,19,36.8,5.82,94,1,129.51914,0.736,12.2,0,0.129535
69.3,No,191,36,5.53,91,0.5,884.518666,0.729,12,0,0.128452
69.2,No,192,35.2,5.12,96,2,749.626612,0.721,11.9,0,1.277837
69.1,No,194,34.4,4.55,91,1.2,6935.721451,0.715,11.8,0,0.127238
69.1,No,197,33.6,4.68,9,0.9,643.947262,0.709,11.7,0,1.267984
75.1,No,12,6.2,1.39,98,0.1,4271.68172,0.722,14.7,3,1.114398
74.9,No,13,59.3,1.29,98,0.1,4199.47253,0.72,14.7,3,1.114558
74.9,No,13,58.3,1.3,97,0.1,4137.55421,0.717,14.6,3,1.886668
74.8,No,13,57.4,1.29,98,0.1,4256.91279,0.714,14.5,3,1.761467
74.8,No,12,56.5,1.28,98,0.1,414.15177,0.71,14.4,3,1.639931
74.7,No,12,55.6,1.4,99,0.1,4129.977335,0.706,14.4,3,1.521834
74.7,No,12,54.7,1.37,99,0.1,431.9326,0.701,14.3,3,0.147336
74.6,No,12,53.9,1.24,98,0.1,3778.184171,0.695,14.3,3,0.129887
74.4,No,12,53.1,1.46,99,0.1,3371.71231,0.689,14.2,3,1.196136
74.2,No,14,52.2,1.37,98,0.1,3194.562243,0.683,13.9,3,0.112482
74,No,15,51.4,1.36,97,0.1,3112.83529,0.673,13.6,3,0.011761
73.7,No,17,5.6,1.34,95,0.1,2761.969249,0.667,13.5,4,9.939678
73.5,No,19,49.7,1.17,96,0.1,2346.5937,0.662,13.3,4,9.864326
73.2,No,11,48.9,1.19,98,0.1,2254.933126,0.654,13.1,4,0.978571
72.9,No,112,48.1,1.21,97,0.1,2213.91488,0.646,12.8,4,9.699197
75.5,No,17,65.3,1.45,96,0.1,12127.22522,0.759,14.5,16,0.773628
75.2,No,19,64.5,1.41,98,0.1,12542.93565,0.754,14.4,17,75.787333
74.8,No,112,63.7,1.54,97,0.1,1172.3843,0.75,14.3,19,74.569867
74.5,No,114,62.8,1.53,97,0.1,11341.13395,0.737,13.8,20,7.349455
74.2,No,116,61.9,1.49,97,0.1,1672.5693,0.715,13,21,72.326914
73.9,No,118,61.1,1.4,96,0.1,936.499911,0.709,12.5,23,71.339185
73.5,No,121,6.2,1.39,96,0.1,185.68975,0.705,12.5,25,0.074432
73.2,No,124,59.3,1.26,96,0.1,979.49246,0.697,12.3,26,69.597281
72.8,No,126,58.5,1.29,9,0.1,834.869161,0.687,11.9,28,6.876345
72.4,No,129,57.6,1.29,9,0.1,7384.354661,0.681,11.9,30,0.679346
72,No,132,56.8,1.35,85,0.1,64.72953,0.675,12,33,0.677855
71.6,No,135,55.9,1.42,69,0.1,4718.51291,0.668,11.9,35,0.668583
71.2,No,138,55.1,1.47,78,0.1,366.57,0.658,11.5,38,6.514354
78,No,14,54.3,1.49,88,0.1,3119.63716,0.653,11.1,41,64.191474
74,No,143,53.5,1.54,85,0.1,4316.553895,0.641,10.7,44,6.324121
66,No,217,47.7,2.9,98,0.1,7962.365824,0.683,10.8,7,5.466241
